City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
taltal,21,CL,1558846113,90,-25.41,-70.49,12.26,0.51
cherskiy,51,RU,1558846115,52,68.75,161.3,15.66,4.63
tuktoyaktuk,40,CA,1558846115,86,69.44,-133.03,1.0,6.7
san patricio,0,PY,1558846116,97,-26.98,-56.83,11.86,2.54
mar del plata,17,AR,1558846116,63,-46.43,-67.52,3.86,4.5
haines junction,16,CA,1558846117,35,60.75,-137.51,12.66,2.91
rikitea,100,PF,1558846117,87,-23.12,-134.97,22.56,12.43
lithgow,2,AU,1558846118,33,-33.48,150.16,22.22,7.7
cabo san lucas,5,MX,1558845825,56,22.89,-109.91,24.0,4.1
kapaa,90,US,1558846119,74,22.08,-159.32,28.0,4.6
nome,1,US,1558846119,88,30.04,-94.42,26.11,2.45
victoria point,75,AU,1558846120,64,-27.58,153.3,25.56,5.1
qaanaaq,100,GL,1558846120,78,77.48,-69.36,0.16,0.95
olinda,75,EC,1558846121,78,-2.03,-79.75,26.11,5.7
new norfolk,79,AU,1558846122,77,-42.78,147.06,11.67,2.24
moen,91,NO,1558846122,74,69.13,18.61,4.0,3.1
georgetown,40,GY,1558845843,100,6.8,-58.16,24.0,2.1
port alfred,87,ZA,1558846124,61,-33.59,26.89,17.78,4.33
victoria,75,BN,1558846125,79,5.28,115.24,31.0,1.0
marrakesh,0,MA,1558846125,49,31.63,-7.99,20.0,1.5
belmonte,0,PT,1558846126,64,40.36,-7.35,13.33,2.24
khatanga,79,RU,1558846126,100,71.98,102.47,4.36,4.43
ilulissat,3,GL,1558846127,93,69.22,-51.1,2.0,1.5
boulder city,75,US,1558846072,18,35.98,-114.83,26.0,3.1
hereford,88,GB,1558846128,88,52.06,-2.72,15.56,5.32
tezu,78,IN,1558846129,48,27.93,96.16,30.76,1.39
biak,93,ID,1558846129,91,-0.91,122.88,21.66,1.56
tuatapere,100,NZ,1558846130,88,-46.13,167.69,13.89,4.48
saldanha,0,PT,1558846130,75,41.42,-6.55,10.86,1.57
bijawar,0,IN,1558846131,12,24.62,79.49,39.86,3.9
lompoc,90,US,1558846004,76,34.64,-120.46,14.0,3.1
bathsheba,20,BB,1558846037,74,13.22,-59.52,27.0,8.2
yellowknife,75,CA,1558846132,30,62.45,-114.38,5.0,4.1
brae,85,GB,1558846133,93,60.4,-1.35,5.0,1.0
caravelas,16,BR,1558845872,86,-17.73,-39.27,24.56,2.98
albanel,90,CA,1558846134,82,48.88,-72.44,13.89,4.1
chanika,28,MW,1558846135,73,-12.93,34.19,18.76,3.06
mundo nuevo,75,CL,1558846135,87,-32.72,-71.41,13.0,3.6
castro,0,CL,1558846136,100,-42.48,-73.76,2.0,1.5
coquimbo,100,CL,1558846137,81,-29.95,-71.34,12.0,1.5
bulgan,0,MN,1558846137,49,48.81,103.53,11.16,2.41
quime,56,BO,1558845846,16,-16.98,-67.22,0.16,2.15
hobart,79,AU,1558846138,77,-42.88,147.33,11.67,2.24
basoko,100,CD,1558846139,92,1.23,23.61,22.76,1.11
port lincoln,90,AU,1558846139,70,-34.72,135.86,16.26,13.0
tocopilla,73,CL,1558846140,90,-22.09,-70.2,16.06,5.42
oparino,99,RU,1558846140,92,59.85,48.28,8.86,6.47
kaitangata,98,NZ,1558846141,75,-46.28,169.85,13.33,0.89
provideniya,29,RU,1558846141,72,64.42,-173.23,6.46,0.57
imbituba,0,BR,1558846142,87,-28.24,-48.67,16.0,2.1
sid,57,YE,1558846143,38,15.7,43.66,28.36,0.09
sennoy,95,RU,1558846143,78,52.16,46.96,10.76,6.37
amapa,40,HN,1558846144,88,15.09,-87.97,25.0,1.5
chancay,90,PE,1558846144,100,-11.56,-77.27,17.0,2.6
saskylakh,6,RU,1558846145,100,71.97,114.09,0.46,2.83
nambour,23,AU,1558846145,76,-26.63,152.96,24.44,0.45
lebu,0,ET,1558846146,62,8.96,38.73,17.56,2.74
tarata,90,PE,1558846146,82,-17.47,-70.03,15.0,0.5
kruisfontein,99,ZA,1558846147,40,-34.0,24.73,18.36,3.79
lata,0,IN,1558846148,43,30.78,78.62,7.26,3.64
nanortalik,99,GL,1558846148,82,60.14,-45.24,4.16,2.49
alim,100,NG,1558846149,94,7.18,7.33,24.76,2.31
forquilhinha,82,BR,1558845898,96,-28.75,-49.47,13.66,0.97
tiksi,84,RU,1558846150,93,71.64,128.87,0.76,4.88
coruripe,41,BR,1558846151,95,-10.12,-36.18,20.36,1.5
prainha,60,BR,1558846151,98,-1.8,-53.48,23.36,1.13
saint george,40,GR,1558846152,93,39.45,22.34,16.0,0.65
warrnambool,81,AU,1558846152,64,-38.38,142.48,16.11,4.92
kailua,20,US,1558846153,69,21.39,-157.74,29.0,4.1
kropotkin,1,RU,1558846153,73,45.43,40.58,19.56,9.06
getahovit,26,AM,1558846154,68,40.9,45.14,17.56,1.67
torbay,5,CA,1558846154,93,47.66,-52.73,3.89,2.1
gorin,90,US,1558846155,93,40.36,-92.02,20.0,3.6
egvekinot,86,RU,1558846018,99,66.32,-179.17,1.46,2.3
severo-kurilsk,84,RU,1558846156,84,50.68,156.12,6.56,4.19
sao joao da barra,4,BR,1558846157,94,-21.64,-41.05,17.06,1.81
atuona,80,PF,1558846157,76,-9.8,-139.03,27.46,5.74
chabahar,0,IR,1558846105,62,25.29,60.65,32.0,3.1
walvis bay,0,NA,1558846158,30,-22.95,14.51,22.0,5.7
coahuayana,75,MX,1558846159,55,18.62,-100.35,28.26,0.7
ambilobe,0,MG,1558846159,57,-13.19,49.05,25.96,2.56
katsuura,75,JP,1558846160,73,33.93,134.5,28.0,2.1
broome,46,GB,1558846161,82,52.47,1.45,15.56,3.6
bayan,7,MN,1558846161,28,47.25,107.54,9.86,4.05
tasiilaq,19,GL,1558846162,92,65.61,-37.64,-3.0,1.5
mataura,98,NZ,1558846162,88,-46.19,168.86,13.89,1.28
teguise,5,ES,1558846163,77,29.06,-13.56,19.0,6.2
stromness,90,CA,1558846163,100,42.87,-79.55,18.89,7.2
cocobeach,40,GA,1558846164,100,1.01,9.58,25.0,2.6
acari,86,BR,1558846165,76,-6.44,-36.64,23.46,5.62
the valley,40,AI,1558846165,78,18.22,-63.06,27.0,3.6
jawhar,11,IN,1558846166,46,19.91,73.23,34.26,3.82
omsukchan,95,RU,1558846166,56,62.53,155.8,6.76,4.6
esperance,40,TT,1558846167,94,10.24,-61.45,26.0,4.62
road town,1,VG,1558846167,74,18.42,-64.62,27.0,3.1
dobryanka,0,RU,1558846168,54,58.45,56.42,12.0,5.0
valley city,1,US,1558846169,93,46.92,-98.0,10.0,2.66
bhatapara,20,IN,1558846169,33,21.77,81.81,38.0,2.6
togul,75,RU,1558846170,65,53.47,85.91,10.06,8.2
marawi,87,PH,1558846170,79,8.0,124.29,30.0,2.68
waipawa,5,NZ,1558846171,82,-39.94,176.59,13.33,3.13
pahrump,20,US,1558846004,17,36.21,-115.98,23.33,3.1
hofn,0,IS,1558846172,80,64.25,-15.21,-2.14,2.63
port hardy,20,CA,1558846172,76,50.7,-127.42,12.0,3.1
cape town,0,ZA,1558845969,40,-33.93,18.42,23.89,5.7
black river,20,JM,1558846173,74,18.03,-77.85,27.0,1.5
mahebourg,75,MU,1558846174,83,-20.41,57.7,23.0,5.1
samarai,77,PG,1558846174,75,-10.62,150.67,26.26,2.58
longyearbyen,75,NO,1558846175,68,78.22,15.63,-4.0,7.2
sambava,0,MG,1558846175,64,-14.27,50.17,24.96,2.43
mixquiahuala,21,MX,1558846176,79,20.23,-99.21,16.56,2.73
ribeira grande,41,PT,1558846177,90,38.52,-28.7,18.26,4.77
butaritari,100,KI,1558846177,72,3.07,172.79,29.46,4.55
desa,52,RO,1558846178,66,43.87,23.03,18.76,2.12
lima,90,PE,1558846178,100,-12.06,-77.04,17.0,2.6
richards bay,0,ZA,1558846179,75,-28.77,32.06,21.06,7.63
deputatskiy,87,RU,1558846179,82,69.3,139.9,0.36,3.81
camopi,100,GF,1558846180,99,3.17,-52.33,22.26,0.56
fort nelson,20,CA,1558846180,42,58.81,-122.69,19.0,1.5
san quintin,100,PH,1558846181,55,17.54,120.52,32.86,3.36
minbu,10,MM,1558846182,38,20.18,94.88,37.06,3.74
lavrentiya,0,RU,1558846182,75,65.58,-170.99,6.96,1.78
conceicao das alagoas,0,BR,1558846183,71,-19.91,-48.39,14.0,1.5
luderitz,0,NA,1558846183,21,-26.65,15.16,28.0,7.2
la ronge,90,CA,1558846184,61,55.1,-105.3,8.0,1.0
mogadishu,75,SO,1558846184,70,2.04,45.34,29.0,5.1
waitara,2,NZ,1558846185,74,-39.0,174.24,16.67,0.89
peniche,0,PT,1558846185,77,39.36,-9.38,17.22,5.1
saint simons,1,US,1558845905,65,31.14,-81.39,28.0,3.6
mount isa,33,AU,1558846186,25,-20.73,139.49,29.0,4.6
khash,0,IR,1558846187,22,28.22,61.21,24.36,1.41
praia da vitoria,20,PT,1558846188,88,38.73,-27.07,18.33,3.68
bud,98,NO,1558846188,81,62.91,6.91,7.0,2.6
port blair,40,IN,1558846189,70,11.67,92.75,31.0,4.1
ampanihy,0,MG,1558846189,60,-24.69,44.75,21.26,6.22
palmer,75,AU,1558846190,87,-34.85,139.16,15.0,9.3
kavieng,100,PG,1558846190,72,-2.57,150.8,28.36,2.1
klaksvik,61,FO,1558846191,78,62.23,-6.59,4.0,1.5
yumen,100,CN,1558846191,8,40.29,97.04,18.76,16.41
yendi,83,GH,1558846192,76,9.45,0.0,26.46,2.52
port shepstone,0,ZA,1558846193,46,-30.74,30.45,16.36,2.67
makat,72,KZ,1558846193,30,47.65,53.35,27.46,7.34
bredasdorp,89,ZA,1558846194,67,-34.53,20.04,20.0,1.0
wasilla,90,US,1558846194,71,61.58,-149.44,14.0,1.5
mananjary,23,MG,1558846195,62,-19.16,46.8,20.06,1.96
narsaq,88,GL,1558846195,29,60.91,-46.05,11.0,5.7
bandarbeyla,11,SO,1558846196,52,9.49,50.81,31.46,4.05
constitucion,1,MX,1558846196,60,23.99,-104.67,13.06,3.54
leningradskiy,1,RU,1558846197,95,69.38,178.42,2.16,0.67
coihaique,40,CL,1558846083,86,-45.58,-72.07,3.0,1.0
ayagoz,100,KZ,1558846198,79,47.96,80.43,9.46,6.66
russkaya polyana,47,RU,1558846199,39,53.78,73.88,9.96,6.86
shaunavon,99,CA,1558846200,78,49.65,-108.41,9.36,5.41
villarrica,98,CL,1558846200,100,-39.28,-72.23,6.11,2.1
mogzon,28,RU,1558846201,17,51.74,111.97,13.76,3.82
fortuna,0,ES,1558846201,87,38.18,-1.13,15.56,3.6
lumeje,0,AO,1558846202,57,-11.56,20.78,14.96,3.73
ancud,0,CL,1558846203,100,-41.87,-73.83,2.0,1.5
balkanabat,61,TM,1558846203,18,39.51,54.36,33.46,6.84
manaring,100,PH,1558846204,52,17.17,121.9,33.46,2.46
christchurch,2,NZ,1558846205,63,-43.53,172.64,17.0,2.6
upernavik,88,GL,1558846205,83,72.79,-56.15,0.46,3.74
san luis,84,AR,1558846206,58,-33.3,-66.34,10.16,1.35
kutum,25,SD,1558846207,27,14.2,24.66,29.86,1.47
zhenhai,75,CN,1558846207,78,29.95,121.71,27.22,6.0
quatre cocos,75,MU,1558846208,83,-20.21,57.76,23.0,5.1
lagunas,100,PE,1558846208,99,-5.23,-75.68,23.06,0.67
le mars,1,US,1558846209,87,42.79,-96.17,16.0,2.41
ilo,8,PE,1558846210,85,-17.65,-71.34,18.16,1.61
syracuse,90,US,1558846065,100,43.05,-76.15,19.0,2.1
belaya gora,88,RU,1558846211,50,68.54,146.19,8.16,5.66
ust-omchug,100,RU,1558846211,58,61.13,149.63,9.86,2.42
voyinka,99,UA,1558846212,78,45.87,33.99,16.56,4.81
honningsvag,100,NO,1558846212,82,70.98,25.97,1.66,6.33
morwell,30,AU,1558846213,60,-38.24,146.4,13.33,3.58
nuevo progreso,75,US,1558846213,78,26.05,-97.95,28.0,4.1
yishui,100,CN,1558846214,63,35.78,118.63,26.46,3.02
chapais,90,CA,1558846215,100,49.78,-74.86,10.0,5.1
chokurdakh,99,RU,1558846215,100,70.62,147.9,0.86,3.73
luanda,75,AO,1558846216,83,-8.83,13.24,25.0,2.6
tullahoma,1,US,1558846216,94,35.36,-86.21,24.0,1.13
lubaczow,31,PL,1558846217,94,50.16,23.12,13.89,2.34
havelock,1,US,1558846218,73,34.88,-76.9,25.0,3.1
mehamn,100,NO,1558846218,75,71.03,27.85,1.66,7.07
borovoy,85,RU,1558846219,52,63.23,52.89,9.86,4.64
ahuimanu,20,US,1558846219,69,21.44,-157.84,29.0,4.1
cayenne,40,GF,1558846220,94,4.94,-52.33,24.0,1.98
okha,32,RU,1558846220,81,53.59,142.95,4.16,3.53
norman wells,75,CA,1558846221,67,65.28,-126.83,15.0,2.1
masvingo,20,ZW,1558846221,93,-20.08,30.83,6.0,0.65
basco,90,US,1558846222,93,40.33,-91.2,21.0,3.6
namatanai,100,PG,1558846222,72,-3.66,152.44,28.26,2.23
tamala,89,RU,1558846223,71,52.54,43.26,16.96,7.26
saurimo,6,AO,1558846224,45,-9.66,20.4,18.36,4.18
nikolskoye,75,RU,1558846224,87,59.7,30.79,10.0,4.0
chuy,50,UY,1558846225,76,-33.69,-53.46,13.86,5.02
kysyl-syr,82,RU,1558846225,35,63.9,122.77,15.06,4.56
umm kaddadah,25,SD,1558846226,38,13.6,26.69,31.36,5.39
kiunga,82,PG,1558846226,53,-6.12,141.3,32.76,1.4
sechura,31,PE,1558846227,87,-5.56,-80.82,19.56,4.13
east london,0,ZA,1558846227,82,-33.02,27.91,13.0,2.1
debre sina,7,ET,1558846228,39,9.85,39.76,20.26,3.56
auki,40,NG,1558846228,55,12.18,6.51,29.16,3.97
jega,24,NG,1558846229,49,12.22,4.38,32.26,5.26
vikhorevka,72,RU,1558846229,31,56.12,101.17,16.0,6.0
yulara,0,AU,1558846230,31,-25.24,130.99,23.0,4.6
clyde river,20,CA,1558846231,86,70.47,-68.59,-3.0,3.1
husavik,100,CA,1558846231,88,50.56,-96.99,7.78,2.24
lasa,20,CY,1558846232,77,34.92,32.53,19.44,2.1
pisco,90,PE,1558846232,72,-13.71,-76.2,19.0,4.6
tynda,83,RU,1558846233,28,55.15,124.74,11.86,3.19
zeya,14,RU,1558846233,20,53.74,127.27,17.36,3.37
trinidad,99,UY,1558846234,94,-33.52,-56.9,9.36,3.03
hithadhoo,77,MV,1558846235,68,-0.6,73.08,28.76,0.98
thompson,20,CA,1558846100,74,55.74,-97.86,-2.0,1.5
carolina,40,PR,1558846084,78,18.38,-65.96,27.0,3.6
la reforma,90,GT,1558846236,100,14.8,-91.82,23.0,5.1
lujan,17,AR,1558846237,63,-46.57,-67.67,3.86,4.5
langarud,75,IR,1558846209,88,37.2,50.15,23.0,2.1
saint-francois,0,FR,1558846238,93,46.42,3.91,9.0,1.0
oistins,20,BB,1558846239,74,13.07,-59.53,27.0,8.2
rochefort,90,FR,1558846239,87,45.94,-0.97,14.0,4.1
vila franca do campo,20,PT,1558846240,88,37.72,-25.43,17.0,1.0
pevek,1,RU,1558846241,91,69.7,170.27,2.36,1.04
bethel,90,US,1558846242,66,60.79,-161.76,13.0,3.6
aksay,75,RU,1558846243,87,47.27,39.86,16.0,7.0
uttaradit,20,TH,1558846243,52,17.63,100.1,34.0,2.1
komsomolskiy,100,RU,1558846244,91,67.55,63.78,-1.84,6.69
portland,90,US,1558845974,87,45.52,-122.67,10.56,2.1
geraldton,5,CA,1558846245,87,49.72,-86.95,9.0,1.0
atbasar,0,KZ,1558846245,33,51.81,68.36,10.26,3.4
mount gambier,40,AU,1558846235,76,-37.83,140.78,14.0,8.7
monrovia,100,LR,1558846246,85,6.33,-10.8,25.56,1.42
puerto narino,0,CO,1558846247,100,-3.77,-70.38,25.0,0.59
blackwater,37,GB,1558846248,93,51.33,-0.78,15.0,1.5
wanaka,77,NZ,1558846248,87,-44.7,169.14,11.11,2.84
lishui,100,CN,1558846249,93,28.45,119.91,22.86,2.25
aripuana,35,BR,1558846249,92,-9.17,-60.63,22.76,0.35
cam ranh,0,VN,1558846250,63,11.92,109.15,33.0,3.6
moravska trebova,0,CZ,1558846250,82,49.76,16.66,14.44,2.1
sao filipe,28,CV,1558846251,76,14.9,-24.5,21.86,4.42
olavarria,100,AR,1558845983,94,-36.89,-60.32,8.96,2.8
laguna,35,MX,1558846252,41,27.52,-110.01,24.76,1.62
los llanos de aridane,75,ES,1558846253,64,28.66,-17.92,20.0,4.6
stirling,75,GB,1558846253,100,56.12,-3.94,13.89,2.11
seoul,20,KR,1558846081,30,37.57,126.98,30.0,1.5
beringovskiy,21,RU,1558846254,79,63.05,179.32,6.06,3.34
harper,40,US,1558846255,83,30.3,-99.24,23.33,8.7
pestretsy,0,RU,1558846255,50,55.75,49.66,12.0,4.0
ca mau,98,VN,1558846005,55,9.18,105.15,33.66,4.86
salekhard,96,RU,1558846256,73,66.54,66.62,1.86,7.8
general roca,0,AR,1558846257,56,-39.03,-67.58,7.0,1.5
cabedelo,75,BR,1558846257,100,-6.97,-34.84,23.0,2.1
kaura namoda,40,NG,1558846258,52,12.59,6.58,30.26,4.53
helena,90,US,1558846216,87,46.59,-112.04,11.0,2.6
casablanca,40,MA,1558846259,93,33.6,-7.62,15.0,2.1
plettenberg bay,61,ZA,1558846260,30,-34.05,23.37,21.96,3.22
hit,43,IQ,1558846261,12,33.64,42.83,31.96,8.95
skegness,57,GB,1558846261,87,53.14,0.34,15.56,6.7
padang,20,ID,1558846262,70,-0.92,100.36,31.0,2.1
kargasok,100,RU,1558846263,45,59.06,80.87,7.26,4.59
pasewalk,75,DE,1558846263,81,53.51,13.99,10.0,2.6
sinnamary,96,GF,1558846264,84,5.38,-52.96,26.86,5.16
atambua,43,ID,1558846264,66,-9.11,124.89,30.36,2.69
gigmoto,100,PH,1558846265,67,13.78,124.39,30.16,2.84
colinas,26,BR,1558846266,97,-6.03,-44.25,21.66,0.89
saint-joseph,0,FR,1558846266,87,43.56,6.97,17.0,2.1
gurupi,77,BR,1558846263,74,-11.73,-49.07,24.46,1.57
banjar,87,ID,1558846267,67,-7.37,108.54,29.16,2.54
la esperanza,20,HN,1558846268,100,14.31,-88.18,21.0,4.1
keetmanshoop,0,NA,1558846269,31,-26.57,18.15,18.0,4.6
vancouver,90,US,1558846246,87,45.63,-122.67,10.56,2.1
namibe,0,AO,1558846270,74,-15.19,12.15,22.86,1.96
finnsnes,98,NO,1558846270,74,69.23,17.98,4.0,3.1
villa guerrero,4,MX,1558846271,72,21.98,-103.59,17.06,0.92
bilma,2,NE,1558846272,9,18.69,12.92,31.56,3.16
hami,98,CN,1558846272,4,42.84,93.51,24.46,2.87
okhotsk,67,RU,1558846273,56,59.36,143.24,14.16,5.43
vardo,20,US,1558846256,94,39.62,-77.74,21.11,1.5
iqaluit,20,CA,1558846274,74,63.75,-68.52,1.0,2.1
karlshamn,100,SE,1558846275,81,56.17,14.86,10.0,4.6
sidhauli,0,IN,1558846275,30,27.28,80.84,35.0,3.1
mattawa,90,CA,1558846276,100,46.32,-78.7,15.56,3.6
maroon town,20,JM,1558846276,74,18.34,-77.8,27.0,1.5
pangnirtung,73,CA,1558846277,67,66.15,-65.72,-2.34,0.33
matiguas,100,NI,1558846278,99,12.84,-85.46,20.56,0.95
nouadhibou,0,MR,1558846278,88,20.93,-17.03,18.0,6.2
cidreira,88,BR,1558846279,88,-30.17,-50.22,14.06,2.26
scicli,100,IT,1558846279,94,36.79,14.7,14.44,4.47
kavaratti,13,IN,1558846280,68,10.57,72.64,29.76,2.21
gusinoye ozero,17,RU,1558846280,22,51.11,106.26,17.66,1.81
fairbanks,1,US,1558846161,28,64.84,-147.72,23.0,1.5
mnogovershinnyy,3,RU,1558846281,49,53.94,139.92,14.46,3.49
salalah,40,OM,1558846282,79,17.01,54.1,30.0,1.5
sitka,17,US,1558846282,98,37.17,-99.65,15.56,0.89
yeppoon,75,AU,1558846283,32,-23.13,150.74,28.0,2.1
pimentel,22,BR,1558846284,99,-3.7,-45.5,22.26,0.8
eha amufu,100,NG,1558846284,88,6.65,7.77,24.56,2.59
campbell river,20,CA,1558846208,67,50.02,-125.24,16.0,1.5
shirokiy,100,RU,1558846285,93,53.87,39.17,14.66,3.33
ocean city,20,US,1558846286,78,30.44,-86.61,28.0,0.85
yarkovo,90,RU,1558846286,61,54.81,82.6,8.0,12.0
taoudenni,0,ML,1558846287,11,22.68,-3.98,32.46,2.84
college,1,US,1558846155,28,64.86,-147.8,23.0,1.5
ingham,25,AU,1558846288,82,-18.65,146.16,22.36,2.17
chunskiy,55,RU,1558846289,20,56.08,99.63,23.06,4.9
pangody,48,RU,1558846289,92,65.85,74.49,0.36,4.84
vestmannaeyjar,77,IS,1558846290,76,63.44,-20.27,6.96,3.41
san borja,82,BO,1558846290,91,-14.86,-66.75,18.86,1.15
araouane,19,ML,1558846291,30,18.9,-3.53,31.86,3.89
beloha,0,MG,1558846291,60,-25.17,45.06,20.96,5.83
maposeni,59,TZ,1558846292,69,-10.58,35.4,19.86,2.32
hlobyne,66,UA,1558846292,77,49.39,33.25,18.76,5.31
sumeg,96,HU,1558846293,100,46.98,17.28,14.0,1.5
langsa,98,ID,1558846234,78,4.47,97.97,28.26,1.82
muskegon,75,US,1558846266,82,43.23,-86.25,21.0,2.6
uthal,0,PK,1558846294,8,25.81,66.62,41.86,5.58
slave lake,90,CA,1558846295,66,55.28,-114.77,11.0,1.5
kualakapuas,100,ID,1558846296,80,-3.01,114.39,30.46,1.67
sandnessjoen,70,NO,1558846296,71,66.02,12.63,6.0,5.1
gweru,0,ZW,1558846297,68,-19.46,29.82,12.26,4.89
lagoa,0,PT,1558846298,82,37.14,-8.45,18.33,2.1
lorengau,100,PG,1558846298,85,-2.02,147.27,27.06,1.98
diamantino,32,BR,1558846299,72,-14.4,-56.44,19.66,1.4
marystown,25,CA,1558846299,91,47.17,-55.16,4.56,0.87
kuryk,3,KZ,1558846300,27,43.18,51.68,29.26,10.87
rawson,0,AR,1558846301,53,-43.3,-65.11,8.36,7.7
srednekolymsk,1,RU,1558846301,37,67.46,153.71,13.46,5.89
vanimo,28,PG,1558846302,69,-2.67,141.3,29.36,3.33
ostroda,45,PL,1558846302,79,53.7,19.96,15.56,1.79
kayes,92,ML,1558846303,41,14.44,-11.44,33.76,8.25
isangel,40,VU,1558846303,74,-19.55,169.27,28.0,1.0
berdigestyakh,50,RU,1558846304,37,62.1,126.7,13.66,4.15
aklavik,40,CA,1558846305,60,68.22,-135.01,6.0,4.6
fare,77,PF,1558846305,73,-16.7,-151.02,27.66,2.79
kulhudhuffushi,72,MV,1558846306,75,6.62,73.07,29.76,4.47
lekoni,100,GA,1558846306,92,-1.58,14.26,21.76,1.56
north myrtle beach,2,US,1558846307,94,33.83,-78.68,26.11,2.6
atikokan,6,CA,1558846308,94,48.76,-91.62,6.86,2.41
qaqortoq,88,GL,1558846308,29,60.72,-46.03,11.0,5.7
parfino,24,RU,1558846309,78,57.97,31.65,10.76,3.47
jiaocheng,100,CN,1558846309,88,24.68,116.14,25.66,2.27
russell,0,AR,1558846310,70,-33.01,-68.8,7.0,1.5
bonthe,100,SL,1558846310,90,7.53,-12.5,25.06,1.1
ketchikan,1,US,1558846311,55,55.34,-131.65,19.0,7.7
oxbow,90,CA,1558846312,87,49.23,-102.17,11.0,6.7
grindavik,90,IS,1558846312,93,63.84,-22.43,7.0,2.6
port macquarie,7,AU,1558846313,29,-31.43,152.91,26.11,2.6
chute-aux-outardes,100,CA,1558846313,71,49.12,-68.38,16.0,2.1
panaba,15,MX,1558846166,80,21.28,-88.27,25.46,2.95
bad hofgastein,75,AT,1558846314,100,47.17,13.11,12.0,1.5
lillooet,90,CA,1558846315,100,50.69,-121.94,13.0,1.0
tarija,0,BO,1558846316,13,-21.53,-64.73,4.56,5.4
esterhazy,100,CA,1558846316,75,50.65,-102.08,5.96,3.54
cayhagan,100,PH,1558846317,67,9.67,122.43,30.06,2.54
teyateyaneng,0,LS,1558846317,48,-29.15,27.74,10.56,1.14
shinpokh,5,PK,1558846318,45,34.33,71.18,31.0,2.1
olga,75,US,1558846319,82,34.11,-118.17,16.11,2.6
ust-kut,0,RU,1558846319,22,56.78,105.75,19.16,2.37
arlit,5,NE,1558846320,12,18.74,7.39,32.46,2.39
pirenopolis,0,BR,1558846320,93,-15.85,-48.96,17.0,3.1
sinegorye,100,RU,1558846321,65,62.09,150.53,10.86,3.83
hokitika,100,NZ,1558846321,89,-42.72,170.96,13.66,4.34
san rafael,0,AR,1558846323,31,-34.61,-68.33,10.46,3.29
san jose,100,PH,1558846324,36,15.79,120.99,36.76,2.87
moose factory,90,CA,1558846325,93,51.26,-80.61,7.0,7.7
khakhea,41,BW,1558846325,44,-24.69,23.5,15.56,2.02
hamilton,5,CA,1558846124,100,43.26,-79.87,19.44,4.1
shitanjing,96,CN,1558846326,26,39.23,106.34,17.78,3.58
gayeri,62,BF,1558846327,49,12.65,0.49,31.66,5.86
hobyo,59,SO,1558846327,55,5.35,48.53,31.16,7.78
